1,Daniel,false,false,false
2,Martyna,false,false,false
3,Katarzyna,false,false,false
4,Robert,false,false,false
5,Monika,false,false,false
6,Paweł,false,false,false
7,Milena,false,false,false
8,Szymon,false,false,false
