1,Henio,false,false,true
2,Czesia,false,true,false
3,Wiola,false,false,false
4,Paweł,false,false,false
5,Zosia,false,false,false
6,Daniel,false,false,false
7,Karol,false,false,false
8,Milena,false,false,false
9,Martynka,false,false,false
10,Ania,false,false,false
